Sucursal,Dvr,DvrModelo,DvrSerial,camara,CamaraIp,CamaraSerie,CamaraModelo,HttpPort,HttpsPort,Port,Version,AudioInputChannels,VideoInputChannels,VideoInputs[0].Name
2277,192.169.26.34,DH-XVR5216A-I2,7D0C3B8PAZ1BB82, c6, 192.169.26.37, 7E06A1CPAG0F7BB, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1,  2277 China-Dotación de Valore
2279,192.169.26.162,XVR,7H08ED3RAZB17E9, c1, 192.169.26.165, 7D0C17EPAGCF75C, IP Camera, 80, None, 37777, None, None, None, None
2279,192.169.26.162,XVR,7H08ED3RAZB17E9, c2, 192.169.26.166, 7D0C17EPAG34E57, IP Camera, 80, None, 37777, None, None, None, None
2279,192.169.26.162,XVR,7H08ED3RAZB17E9, c3, 192.169.26.168, 7D0C17EPAG7ED53, IP Camera, 80, None, 37777, None, None, None, None
2279,192.169.26.162,XVR,7H08ED3RAZB17E9, c4, 192.169.26.164, 7D0C17EPAG2A4EE, IP Camera, 80, None, 37777, None, None, None, None
2279,192.169.26.162,XVR,7H08ED3RAZB17E9, c5, 192.169.26.163, 7E06A1CPAG630A1, IP Camera, 80, None, 37777, None, None, None, None
2279,192.169.26.162,XVR,7H08ED3RAZB17E9, c6, 192.169.26.167, 7E06A1CPAG03B4D, IP Camera, 80, None, 37777, None, None, None, None
2193,192.169.42.50,None,None, '', '', '', ''
2261,192.169.40.82,XVR,7H08ED3RAZA0209, c1, 192.169.40.83, 7D0C17EPAG6BA4C, IP Camera, 80, None, 37777, None, None, None, None
2261,192.169.40.82,XVR,7H08ED3RAZA0209, c2, 192.169.40.87, 7D0C17EPAG54988, IP Camera, 80, None, 37777, None, None, None, None
2261,192.169.40.82,XVR,7H08ED3RAZA0209, c3, 192.169.40.84, 7D0C17EPAG88199, IP Camera, 80, None, 37777, None, None, None, None
2261,192.169.40.82,XVR,7H08ED3RAZA0209, c4, 192.169.40.88, 7D0C17EPAG11923, IP Camera, 80, None, 37777, None, None, None, None
2261,192.169.40.82,XVR,7H08ED3RAZA0209, c5, 192.169.40.86, 7E06A1CPAG05FC7, IP Camera, 80, None, 37777, None, None, None, None
2261,192.169.40.82,XVR,7H08ED3RAZA0209, c6, 192.169.40.85, 7E06A1CPAGA6370, IP Camera, 80, None, 37777, None, None, None, None
2271,192.169.44.130,XVR,7H08ED3RAZ55D64, c1, 192.169.44.134, 7D0C17EPAG71D37, IP Camera, 80, None, 37777, None, None, None, None
2271,192.169.44.130,XVR,7H08ED3RAZ55D64, c2, 192.169.44.135, 7D0C17EPAGF0578, IP Camera, 80, None, 37777, None, None, None, None
2271,192.169.44.130,XVR,7H08ED3RAZ55D64, c3, 192.169.44.136, 7E06A1CPAG9B891, IP Camera, 80, None, 37777, None, None, None, None
2271,192.169.44.130,XVR,7H08ED3RAZ55D64, c4, 192.169.44.132, 7D0C17EPAG8EF30, IP Camera, 80, None, 37777, None, None, None, None
2271,192.169.44.130,XVR,7H08ED3RAZ55D64, c5, 192.169.44.131, 7D0C17EPAG171A4, IP Camera, 80, None, 37777, None, None, None, None
2271,192.169.44.130,XVR,7H08ED3RAZ55D64, c6, 192.169.44.133, 7E06A1CPAG9356E, IP Camera, 80, None, 37777, None, None, None, None
2278,192.169.26.50,DH-XVR5216A-I2,7D0C3B8PAZ4BCDE, c1, 192.169.26.52, 7D0C17EPAG65733, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 2278 Coatetelco-ATM
2278,192.169.26.50,DH-XVR5216A-I2,7D0C3B8PAZ4BCDE, c2, 192.169.26.54, 7D0C17EPAGF811E, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 2278 Coatetelco-Ejecutivo
2278,192.169.26.50,DH-XVR5216A-I2,7D0C3B8PAZ4BCDE, c3, 192.169.26.51, 7D0C17EPAGA5864, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 2278 Coatetelco-Cajas
2278,192.169.26.50,DH-XVR5216A-I2,7D0C3B8PAZ4BCDE, c4, 192.169.26.53, 7E06A1CPAG05ACC, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 2278 Coatetelco-Dotacion 
2278,192.169.26.50,DH-XVR5216A-I2,7D0C3B8PAZ4BCDE, c5, 192.169.26.56, 7D0C17EPAG6633D, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 2278 Coatetelco-Bóveda
2278,192.169.26.50,DH-XVR5216A-I2,7D0C3B8PAZ4BCDE, c6, 192.169.26.55, 7E06A1CPAG4D3A5, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 2278 Coatetelco-Exterior
2281,192.169.26.82,DH-XVR5216A-I2,7D0C3B8PAZAB776, c1, 192.169.26.84, 7D0C17EPAGADFB6, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 2281 Tlaltizapan de Zaragoza- C
2281,192.169.26.82,DH-XVR5216A-I2,7D0C3B8PAZAB776, c2, 192.169.26.86, 7D0C17EPAG145B5, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 2281 Tlaltizapan de Zaragoza- E
2281,192.169.26.82,DH-XVR5216A-I2,7D0C3B8PAZAB776, c3, 192.169.26.85, 7E06A1CPAG3674C, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 2281 Tlaltizapan de Zaragoza- E
2281,192.169.26.82,DH-XVR5216A-I2,7D0C3B8PAZAB776, c4, 192.169.26.87, 7E06A1CPAGEDD48, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 2281 Tlaltizapan de Zaragoza- D
2281,192.169.26.82,DH-XVR5216A-I2,7D0C3B8PAZAB776, c5, 192.169.26.83, 7D0C17EPAG8CE89, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 2281 Tlaltizapan de Zaragoza- A
2281,192.169.26.82,DH-XVR5216A-I2,7D0C3B8PAZAB776, c6, 192.169.26.88, 7D0C17EPAG64FF9, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 2281 Tlaltizapan de Zaragoza- B
2284,192.169.32.2,XVR,7H08ED3RAZFC31B, c1, 192.169.32.3, 7D0C17EPAGDE26C, IP Camera, 80, None, 37777, None, None, None, None
2284,192.169.32.2,XVR,7H08ED3RAZFC31B, c2, 192.169.32.4, 7D0C17EPAGD17BB, IP Camera, 80, None, 37777, None, None, None, None
2284,192.169.32.2,XVR,7H08ED3RAZFC31B, c3, 192.169.32.5, 7E06A1CPAG94F59, IP Camera, 80, None, 37777, None, None, None, None
2284,192.169.32.2,XVR,7H08ED3RAZFC31B, c4, 192.169.32.6, 7D0C17EPAG2CEFD, IP Camera, 80, None, 37777, None, None, None, None
2284,192.169.32.2,XVR,7H08ED3RAZFC31B, c5, 192.169.32.7, 7E06A1CPAG55459, IP Camera, 80, None, 37777, None, None, None, None
2284,192.169.32.2,XVR,7H08ED3RAZFC31B, c6, 192.169.32.8, 7D0C17EPAGEB933, IP Camera, 80, None, 37777, None, None, None, None
2295,192.169.43.114,XVR,7H08ED3RAZ2D390, c1, 192.169.43.118, 7D0C17EPAG687E7, IP Camera, 80, None, 37777, None, None, None, None
2295,192.169.43.114,XVR,7H08ED3RAZ2D390, c2, 192.169.43.117, 7D0C17EPAG0F525, IP Camera, 80, None, 37777, None, None, None, None
2295,192.169.43.114,XVR,7H08ED3RAZ2D390, c3, 192.169.43.115, 7D0C17EPAG8A8D2, IP Camera, 80, None, 37777, None, None, None, None
2295,192.169.43.114,XVR,7H08ED3RAZ2D390, c4, 192.169.43.116, 7D0C17EPAGA45C6, IP Camera, 80, None, 37777, None, None, None, None
2295,192.169.43.114,XVR,7H08ED3RAZ2D390, c5, 192.169.43.119, 7E06A1CPAGCFEF8, IP Camera, 80, None, 37777, None, None, None, None
2295,192.169.43.114,XVR,7H08ED3RAZ2D390, c6, 192.169.43.120, 7E06A1CPAGF6F60, IP Camera, 80, None, 37777, None, None, None, None
2297,192.169.56.34,XVR,7H08ED3RAZA528A, c1, 192.169.56.36, 7E06A1CPAG7C753, IP Camera, 80, None, 37777, None, None, None, None
2297,192.169.56.34,XVR,7H08ED3RAZA528A, c2, 192.169.56.35, 7E06A1CPAGF96A4, IP Camera, 80, None, 37777, None, None, None, None
2297,192.169.56.34,XVR,7H08ED3RAZA528A, c3, 192.169.56.39, 8D0929FPAG42DC0, DH-IPC-HDW1230T1N-0280B-S4, 80, None, 37777, None, None, None, None
2297,192.169.56.34,XVR,7H08ED3RAZA528A, c4, 192.169.56.38, 8D0929FPAG4A8A8, DH-IPC-HDW1230T1N-0280B-S4, 80, None, 37777, None, None, None, None
2297,192.169.56.34,XVR,7H08ED3RAZA528A, c5, 192.169.56.37, 8D0929FPAGF1BEE, DH-IPC-HDW1230T1N-0280B-S4, 80, None, 37777, None, None, None, None
2297,192.169.56.34,XVR,7H08ED3RAZA528A, c6, 192.169.56.40, 8D0929FPAG359CC, DH-IPC-HDW1230T1N-0280B-S4, 80, None, 37777, None, None, None, None
2301,192.169.33.210,XVR,7H08ED3RAZB8EFC, c1, 192.169.33.216, 7D0C17EPAGB2C37, IP Camera, 80, None, 37777, None, None, None, None
2301,192.169.33.210,XVR,7H08ED3RAZB8EFC, c2, 192.169.33.211, 7D0C17EPAG873B6, IP Camera, 80, None, 37777, None, None, None, None
2301,192.169.33.210,XVR,7H08ED3RAZB8EFC, c3, 192.169.33.212, 7D0C17EPAG28807, IP Camera, 80, None, 37777, None, None, None, None
2301,192.169.33.210,XVR,7H08ED3RAZB8EFC, c4, 192.169.33.213, 7D0C17EPAG58378, IP Camera, 80, None, 37777, None, None, None, None
2301,192.169.33.210,XVR,7H08ED3RAZB8EFC, c5, 192.169.33.214, 7E06A1CPAG52A3B, IP Camera, 80, None, 37777, None, None, None, None
2301,192.169.33.210,XVR,7H08ED3RAZB8EFC, c6, 192.169.33.215, 7E06A1CPAG029DC, IP Camera, 80, None, 37777, None, None, None, None
2205,192.169.25.2,None,None, '', '', '', ''
2211,192.168.254.162,None,None, '', '', '', ''
2266,192.169.33.82,XVR,7H08ED3RAZC84E9, c1, 192.169.33.85, 7D0C17EPAG9AD41, IP Camera, 80, None, 37777, None, None, None, None
2266,192.169.33.82,XVR,7H08ED3RAZC84E9, c2, 192.169.33.88, 7D0C17EPAGE6884, IP Camera, 80, None, 37777, None, None, None, None
2266,192.169.33.82,XVR,7H08ED3RAZC84E9, c3, 192.169.33.83, 7D0C17EPAG04F56, IP Camera, 80, None, 37777, None, None, None, None
2266,192.169.33.82,XVR,7H08ED3RAZC84E9, c4, 192.169.33.86, 7D0C17EPAG2E617, IP Camera, 80, None, 37777, None, None, None, None
2266,192.169.33.82,XVR,7H08ED3RAZC84E9, c5, 192.169.33.84, 7E06A1CPAG0E5AA, IP Camera, 80, None, 37777, None, None, None, None
2266,192.169.33.82,XVR,7H08ED3RAZC84E9, c6, 192.169.33.87, 7E06A1CPAG7DABD, IP Camera, 80, None, 37777, None, None, None, None
2275,192.169.47.146,XVR,7H08ED3RAZE8174, c1, 192.169.47.148, 7L06D49PAG29E32, DH-IPC-HFW1230T1N-ZS, 80, None, 37777, None, None, None, None
2275,192.169.47.146,XVR,7H08ED3RAZE8174, c2, 192.169.47.147, 7L06D49PAGDAB50, DH-IPC-HFW1230T1N-ZS, 80, None, 37777, None, None, None, None
2275,192.169.47.146,XVR,7H08ED3RAZE8174, c3, 192.169.47.150, 8D0929FPAG71DC3, DH-IPC-HDW1230T1N-0280B-S4, 80, None, 37777, None, None, None, None
2275,192.169.47.146,XVR,7H08ED3RAZE8174, c4, 192.169.47.152, 8D0929FPAG4A979, DH-IPC-HDW1230T1N-0280B-S4, 80, None, 37777, None, None, None, None
2275,192.169.47.146,XVR,7H08ED3RAZE8174, c5, 192.169.47.151, 8D0929FPAG2722F, DH-IPC-HDW1230T1N-0280B-S4, 80, None, 37777, None, None, None, None
2275,192.169.47.146,XVR,7H08ED3RAZE8174, c6, 192.169.47.149, 8D0929FPAG6DA38, DH-IPC-HDW1230T1N-0280B-S4, 80, None, 37777, None, None, None, None
2282,192.169.31.242,XVR,7H08ED3RAZ298A5, c1, 192.169.31.244, 7D0C17EPAG10741, IP Camera, 80, None, 37777, None, None, None, None
2282,192.169.31.242,XVR,7H08ED3RAZ298A5, c2, 192.169.31.248, 7E06A1CPAG2D65B, IP Camera, 80, None, 37777, None, None, None, None
2282,192.169.31.242,XVR,7H08ED3RAZ298A5, c3, 192.169.31.246, 7E06A1CPAG8E4B4, IP Camera, 80, None, 37777, None, None, None, None
2282,192.169.31.242,XVR,7H08ED3RAZ298A5, c4, 192.169.31.247, 7D0C17EPAG719AC, IP Camera, 80, None, 37777, None, None, None, None
2282,192.169.31.242,XVR,7H08ED3RAZ298A5, c5, 192.169.31.245, 7D0C17EPAG3B8AC, IP Camera, 80, None, 37777, None, None, None, None
2282,192.169.31.242,XVR,7H08ED3RAZ298A5, c6, 192.169.31.243, 7D0C17EPAGB25A2, IP Camera, 80, None, 37777, None, None, None, None
2296,192.169.32.130,XVR,7H08ED3RAZ02CE3, c1, 192.169.32.133, 7D0C17EPAG0FD69, IP Camera, 80, None, 37777, None, None, None, None
2296,192.169.32.130,XVR,7H08ED3RAZ02CE3, c2, 192.169.32.132, 7D0C17EPAG356B5, IP Camera, 80, None, 37777, None, None, None, None
2296,192.169.32.130,XVR,7H08ED3RAZ02CE3, c3, 192.169.32.135, 7D0C17EPAG21648, IP Camera, 80, None, 37777, None, None, None, None
2296,192.169.32.130,XVR,7H08ED3RAZ02CE3, c4, 192.169.32.131, 7D0C17EPAG466A9, IP Camera, 80, None, 37777, None, None, None, None
2296,192.169.32.130,XVR,7H08ED3RAZ02CE3, c5, 192.169.32.136, 7E06A1CPAGF0466, IP Camera, 80, None, 37777, None, None, None, None
2296,192.169.32.130,XVR,7H08ED3RAZ02CE3, c6, 192.169.32.134, 7E06A1CPAG01D38, IP Camera, 80, None, 37777, None, None, None, None
2302,192.169.33.226,XVR,7J0AD93PAZD79EB, c1, 192.169.33.227, 7D0C17EPAGFC575, IP Camera, 80, None, 37777, None, None, None, None
2302,192.169.33.226,XVR,7J0AD93PAZD79EB, c2, 192.169.33.229, 7D0C17EPAG8906C, IP Camera, 80, None, 37777, None, None, None, None
2302,192.169.33.226,XVR,7J0AD93PAZD79EB, c3, 192.169.33.230, 7E06A1CPAG0C2EC, IP Camera, 80, None, 37777, None, None, None, None
2302,192.169.33.226,XVR,7J0AD93PAZD79EB, c4, 192.169.33.231, 7E06A1CPAG8E99E, IP Camera, 80, None, 37777, None, None, None, None
2302,192.169.33.226,XVR,7J0AD93PAZD79EB, c5, 192.169.33.232, 7D0C17EPAGF230A, IP Camera, 80, None, 37777, None, None, None, None
2302,192.169.33.226,XVR,7J0AD93PAZD79EB, c6, 192.169.33.228, 7D0C17EPAGF5BCE, IP Camera, 80, None, 37777, None, None, None, None
2304,192.169.47.66,XVR,7H08ED3RAZ587B4, c1, 192.169.47.67, 7L06D49PAG55B2F, DH-IPC-HFW1230T1N-ZS, 80, None, 37777, None, None, None, None
2304,192.169.47.66,XVR,7H08ED3RAZ587B4, c2, 192.169.47.68, 7L06D49PAGDA261, DH-IPC-HFW1230T1N-ZS, 80, None, 37777, None, None, None, None
2304,192.169.47.66,XVR,7H08ED3RAZ587B4, c3, 192.169.47.71, 8D0929FPAGE189F, DH-IPC-HDW1230T1N-0280B-S4, 80, None, 37777, None, None, None, None
2304,192.169.47.66,XVR,7H08ED3RAZ587B4, c4, 192.169.47.70, 8D0929FPAGB12AD, DH-IPC-HDW1230T1N-0280B-S4, 80, None, 37777, None, None, None, None
2304,192.169.47.66,XVR,7H08ED3RAZ587B4, c5, 192.169.47.72, 8D0929FPAG8EEEF, DH-IPC-HDW1230T1N-0280B-S4, 80, None, 37777, None, None, None, None
2304,192.169.47.66,XVR,7H08ED3RAZ587B4, c6, 192.169.47.69, 8D0929FPAG6D6ED, DH-IPC-HDW1230T1N-0280B-S4, 80, None, 37777, None, None, None, None
2306,192.169.34.34,XVR,7J0AD93PAZA2018, c1, 192.169.34.36, 7D0C17EPAG8C489, IP Camera, 80, None, 37777, None, None, None, None
2306,192.169.34.34,XVR,7J0AD93PAZA2018, c2, 192.169.34.40, 7D0C17EPAG424A2, IP Camera, 80, None, 37777, None, None, None, None
2306,192.169.34.34,XVR,7J0AD93PAZA2018, c3, 192.169.34.35, 7D0C17EPAGB38F0, IP Camera, 80, None, 37777, None, None, None, None
2306,192.169.34.34,XVR,7J0AD93PAZA2018, c4, 192.169.34.38, 7D0C17EPAGD5E9E, IP Camera, 80, None, 37777, None, None, None, None
2306,192.169.34.34,XVR,7J0AD93PAZA2018, c5, 192.169.34.37, 7E06A1CPAG22D20, IP Camera, 80, None, 37777, None, None, None, None
2306,192.169.34.34,XVR,7J0AD93PAZA2018, c6, 192.169.34.39, 7E06A1CPAG84A9C, IP Camera, 80, None, 37777, None, None, None, None
2310,192.169.34.178,XVR,7H08ED3RAZ92917, c1, 192.169.34.181, 7D0C17EPAGF99A6, IP Camera, 80, None, 37777, None, None, None, None
2310,192.169.34.178,XVR,7H08ED3RAZ92917, c2, 192.169.34.179, 7D0C17EPAGC79F3, IP Camera, 80, None, 37777, None, None, None, None
2310,192.169.34.178,XVR,7H08ED3RAZ92917, c3, 192.169.34.182, 7D0C17EPAG78C10, IP Camera, 80, None, 37777, None, None, None, None
2310,192.169.34.178,XVR,7H08ED3RAZ92917, c4, 192.169.34.180, 7D0C17EPAGFD786, IP Camera, 80, None, 37777, None, None, None, None
2310,192.169.34.178,XVR,7H08ED3RAZ92917, c5, 192.169.34.183, 7E06A1CPAG31434, IP Camera, 80, None, 37777, None, None, None, None
2310,192.169.34.178,XVR,7H08ED3RAZ92917, c6, 192.169.34.184, 7E06A1CPAGCC965, IP Camera, 80, None, 37777, None, None, None, None
2312,192.169.34.130,XVR,7H08ED3RAZ3F806, c1, 192.169.34.135, 7D0C17EPAGE2A47, IP Camera, 80, None, 37777, None, None, None, None
2312,192.169.34.130,XVR,7H08ED3RAZ3F806, c2, 192.169.34.134, 7D0C17EPAGFEE08, IP Camera, 80, None, 37777, None, None, None, None
2312,192.169.34.130,XVR,7H08ED3RAZ3F806, c3, 192.169.34.131, 7D0C17EPAG8C863, IP Camera, 80, None, 37777, None, None, None, None
2312,192.169.34.130,XVR,7H08ED3RAZ3F806, c4, 192.169.34.133, 7E06A1CPAGDBB20, IP Camera, 80, None, 37777, None, None, None, None
2312,192.169.34.130,XVR,7H08ED3RAZ3F806, c5, 192.169.34.132, 7D0C17EPAG490EA, IP Camera, 80, None, 37777, None, None, None, None
2312,192.169.34.130,XVR,7H08ED3RAZ3F806, c6, 192.169.34.136, 7E06A1CPAG3022D, IP Camera, 80, None, 37777, None, None, None, None
2314,192.169.34.210,XVR,7J0AD93PAZA064D, c1, 192.169.34.216, 7D0C17EPAG805E2, IP Camera, 80, None, 37777, None, None, None, None
2314,192.169.34.210,XVR,7J0AD93PAZA064D, c2, 192.169.34.211, 7D0C17EPAG4DF43, IP Camera, 80, None, 37777, None, None, None, None
2314,192.169.34.210,XVR,7J0AD93PAZA064D, c3, 192.169.34.213, 7D0C17EPAGA9FB7, IP Camera, 80, None, 37777, None, None, None, None
2314,192.169.34.210,XVR,7J0AD93PAZA064D, c4, 192.169.34.215, 7D0C17EPAGED54C, IP Camera, 80, None, 37777, None, None, None, None
2314,192.169.34.210,XVR,7J0AD93PAZA064D, c5, 192.169.34.212, 7E06A1CPAGB451F, IP Camera, 80, None, 37777, None, None, None, None
2314,192.169.34.210,XVR,7J0AD93PAZA064D, c6, 192.169.34.214, 7E06A1CPAGDECF9, IP Camera, 80, None, 37777, None, None, None, None
2316,192.169.35.18,XVR,7H08ED3RAZ40B70, c1, 192.169.35.20, 7D0C17EPAG1B6BA, IP Camera, 80, None, 37777, None, None, None, None
2316,192.169.35.18,XVR,7H08ED3RAZ40B70, c2, 192.169.35.22, 7D0C17EPAG53982, IP Camera, 80, None, 37777, None, None, None, None
2316,192.169.35.18,XVR,7H08ED3RAZ40B70, c3, 192.169.35.19, 7D0C17EPAGE8E86, IP Camera, 80, None, 37777, None, None, None, None
2316,192.169.35.18,XVR,7H08ED3RAZ40B70, c4, 192.169.35.24, 7D0C17EPAG52594, IP Camera, 80, None, 37777, None, None, None, None
2316,192.169.35.18,XVR,7H08ED3RAZ40B70, c5, 192.169.35.23, 7E06A1CPAGD11CF, IP Camera, 80, None, 37777, None, None, None, None
2316,192.169.35.18,XVR,7H08ED3RAZ40B70, c6, 192.169.35.21, 7E06A1CPAG17090, IP Camera, 80, None, 37777, None, None, None, None
2318,192.169.35.34,XVR,7H08ED3RAZ336C8, c1, 192.169.35.40, 7D0C17EPAG60F1D, IP Camera, 80, None, 37777, None, None, None, None
2318,192.169.35.34,XVR,7H08ED3RAZ336C8, c2, 192.169.35.35, 7D0C17EPAGFBCF8, IP Camera, 80, None, 37777, None, None, None, None
2318,192.169.35.34,XVR,7H08ED3RAZ336C8, c3, 192.169.35.39, 7D0C17EPAG2BB82, IP Camera, 80, None, 37777, None, None, None, None
2318,192.169.35.34,XVR,7H08ED3RAZ336C8, c4, 192.169.35.37, 7D0C17EPAGA9686, IP Camera, 80, None, 37777, None, None, None, None
2318,192.169.35.34,XVR,7H08ED3RAZ336C8, c5, 192.169.35.38, 7E06A1CPAG9E615, IP Camera, 80, None, 37777, None, None, None, None
2318,192.169.35.34,XVR,7H08ED3RAZ336C8, c6, 192.169.35.36, 7E06A1CPAG66172, IP Camera, 80, None, 37777, None, None, None, None
2326,192.169.36.66,XVR,7J0AD93PAZ17EC9, c1, 192.169.36.69, 7D0C17EPAG50A9D, IP Camera, 80, None, 37777, None, None, None, None
2326,192.169.36.66,XVR,7J0AD93PAZ17EC9, c2, 192.169.36.70, 7D0C17EPAG8CCD3, IP Camera, 80, None, 37777, None, None, None, None
2326,192.169.36.66,XVR,7J0AD93PAZ17EC9, c3, 192.169.36.71, 7E06A1CPAGBEE8A, IP Camera, 80, None, 37777, None, None, None, None
2326,192.169.36.66,XVR,7J0AD93PAZ17EC9, c4, 192.169.36.67, 7D0C17EPAG87B77, IP Camera, 80, None, 37777, None, None, None, None
2326,192.169.36.66,XVR,7J0AD93PAZ17EC9, c5, 192.169.36.68, 7D0C17EPAG1443F, IP Camera, 80, None, 37777, None, None, None, None
2326,192.169.36.66,XVR,7J0AD93PAZ17EC9, c6, 192.169.36.72, 7E06A1CPAGC6E67, IP Camera, 80, None, 37777, None, None, None, None
2206,192.169.54.162,None,None, '', '', '', ''
2280,192.169.26.66,DH-XVR5216A-I2,7D0C3B8PAZ605F9, c1, 192.169.26.67, 7D0C17EPAGF1C3A, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 2280 Xoxocotla Centro- Cajas
2280,192.169.26.66,DH-XVR5216A-I2,7D0C3B8PAZ605F9, c2, 192.169.26.68, 7D0C17EPAG798F2, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 2280 Xoxocotla Centro-Bóveda
2280,192.169.26.66,DH-XVR5216A-I2,7D0C3B8PAZ605F9, c3, 192.169.26.72, 7D0C17EPAG1EF54, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 2280 Xoxocotla Centro-ATM
2280,192.169.26.66,DH-XVR5216A-I2,7D0C3B8PAZ605F9, c4, 192.169.26.71, 7E06A1CPAG448AE, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 2280 Xoxocotla Centro-Exterior
2280,192.169.26.66,DH-XVR5216A-I2,7D0C3B8PAZ605F9, c5, 192.169.26.70, 7D0C17EPAGDB69E, IP Camera, 80, 443, 37777, 2.820.0000000.28.R,2021-03-23, 1, 1, 2280 Xoxocotla Centro-Ejecutivo
2280,192.169.26.66,DH-XVR5216A-I2,7D0C3B8PAZ605F9, c6, 192.169.26.69, 7E06A1CPAGDA127, IP Camera, 80, 443, 37777, 2.800.0000000.26.R,2021-04-21, 0, 1, 2280 Xoxocotla Centro-Dotación
2299,192.169.46.82,XVR,7H08ED3RAZ6CCCC, c1, 192.169.46.87, 7D0C17EPAG02769, IP Camera, 80, None, 37777, None, None, None, None
2299,192.169.46.82,XVR,7H08ED3RAZ6CCCC, c2, 192.169.46.83, 7D0C17EPAG8047C, IP Camera, 80, None, 37777, None, None, None, None
2299,192.169.46.82,XVR,7H08ED3RAZ6CCCC, c3, 192.169.46.85, 7D0C17EPAG1AEDD, IP Camera, 80, None, 37777, None, None, None, None
2299,192.169.46.82,XVR,7H08ED3RAZ6CCCC, c4, 192.169.46.84, 7D0C17EPAG457EE, IP Camera, 80, None, 37777, None, None, None, None
2299,192.169.46.82,XVR,7H08ED3RAZ6CCCC, c5, 192.169.46.88, 7E06A1CPAGC4E24, IP Camera, 80, None, 37777, None, None, None, None
2299,192.169.46.82,XVR,7H08ED3RAZ6CCCC, c6, 192.169.46.86, 7E06A1CPAG330D7, IP Camera, 80, None, 37777, None, None, None, None
2305,192.169.34.2,XVR,7H08ED3RAZCE133, c1, 192.169.34.5, 7D0C17EPAG9D938, IP Camera, 80, None, 37777, None, None, None, None
2305,192.169.34.2,XVR,7H08ED3RAZCE133, c2, 192.169.34.4, 7D0C17EPAG85B8A, IP Camera, 80, None, 37777, None, None, None, None
2305,192.169.34.2,XVR,7H08ED3RAZCE133, c3, 192.169.34.3, 7D0C17EPAG40D96, IP Camera, 80, None, 37777, None, None, None, None
2305,192.169.34.2,XVR,7H08ED3RAZCE133, c4, 192.169.34.8, 7D0C17EPAG56C2B, IP Camera, 80, None, 37777, None, None, None, None
2305,192.169.34.2,XVR,7H08ED3RAZCE133, c5, 192.169.34.6, 7E06A1CPAG82A59, IP Camera, 80, None, 37777, None, None, None, None
2305,192.169.34.2,XVR,7H08ED3RAZCE133, c6, 192.169.34.7, 7E06A1CPAGD7E4B, IP Camera, 80, None, 37777, None, None, None, None
2311,192.169.44.66,XVR,7H08ED3RAZ3B579, c1, 192.169.44.71, 8D0929FPAG20F1B, DH-IPC-HDW1230T1N-0280B-S4, 80, None, 37777, None, None, None, None
2311,192.169.44.66,XVR,7H08ED3RAZ3B579, c2, 192.169.44.69, 8D0929FPAGA92EF, DH-IPC-HDW1230T1N-0280B-S4, 80, None, 37777, None, None, None, None
2311,192.169.44.66,XVR,7H08ED3RAZ3B579, c3, 192.169.44.72, 8D0929FPAGD8CCD, DH-IPC-HDW1230T1N-0280B-S4, 80, None, 37777, None, None, None, None
2311,192.169.44.66,XVR,7H08ED3RAZ3B579, c4, 192.169.44.70, 8D0929FPAG2043F, DH-IPC-HDW1230T1N-0280B-S4, 80, None, 37777, None, None, None, None
2311,192.169.44.66,XVR,7H08ED3RAZ3B579, c5, 192.169.44.68, 7E06A1CPAGFBBDE, IP Camera, 80, None, 37777, None, None, None, None
2311,192.169.44.66,XVR,7H08ED3RAZ3B579, c6, 192.169.44.67, 7E06A1CPAGB10E0, IP Camera, 80, None, 37777, None, None, None, None
2315,192.169.34.226,XVR,7H08ED3RAZ6830C, c1, 192.169.34.231, , IP Camera, 80, None, 37777, None, None, None, None
2315,192.169.34.226,XVR,7H08ED3RAZ6830C, c2, 192.168.0.0, , , 80, None, 37777, None, None, None, None
2315,192.169.34.226,XVR,7H08ED3RAZ6830C, c3, 192.168.0.0, , , 80, None, 37777, None, None, None, None
